,id,taxon,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu17901,Otu17901,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__,s__
Otu3281,Otu3281,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__
Otu14927,Otu14927,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__211ds20; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__211ds20,g__,s__
Otu9190,Otu9190,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Actinopolymorpha; s__,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardioidaceae,g__Actinopolymorpha,s__
Otu5996,Otu5996,k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu8212,Otu8212,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__
Otu4832,Otu4832,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__,g__,s__
Otu6827,Otu6827,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__FAC88,f__,g__,s__
Otu12558,Otu12558,k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__,k__Bacteria,p__Armatimonadetes,c__[Fimbriimonadia],o__[Fimbriimonadales],f__[Fimbriimonadaceae],g__Fimbriimonas,s__
Otu14975,Otu14975,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__
Otu14392,Otu14392,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__,g__,s__
Otu10854,Otu10854,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__
Otu5571,Otu5571,k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__,k__Bacteria,p__Armatimonadetes,c__0319-6E2,o__,f__,g__,s__
Otu12124,Otu12124,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria,p__OD1,c__ZB2,o__,f__,g__,s__
Otu8297,Otu8297,k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__,k__Bacteria,p__Chloroflexi,c__C0119,o__,f__,g__,s__
Otu17677,Otu17677,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__BD7-3,f__,g__,s__
Otu5959,Otu5959,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Asticcacaulis,s__
Otu12020,Otu12020,k__Bacteria; p__FBP; c__; o__; f__; g__; s__,k__Bacteria,p__FBP,c__,o__,f__,g__,s__
Otu8745,Otu8745,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylocystaceae,g__,s__
Otu1868,Otu1868,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__,s__
Otu4423,Otu4423,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Ellin5301; g__; s__,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Ellin5301,g__,s__
Otu16676,Otu16676,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__[Chloracidobacteria],o__RB41,f__,g__,s__
Otu3666,Otu3666,k__Bacteria; p__Acidobacteria; c__Solibacteres; o__JH-WHS99; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__JH-WHS99,f__,g__,s__
Otu8887,Otu8887,k__Bacteria; p__OP3; c__koll11; o__GIF10; f__kpj58rc; g__; s__,k__Bacteria,p__OP3,c__koll11,o__GIF10,f__kpj58rc,g__,s__
Otu15775,Otu15775,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
Otu2177,Otu2177,k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__DA052,o__Ellin6513,f__,g__,s__
Otu15958,Otu15958,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Pedomicrobium,s__
Otu10850,Otu10850,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__OM27; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__OM27,g__,s__
Otu13580,Otu13580,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
Otu5102,Otu5102,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Sporocytophaga; s__,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cytophagaceae,g__Sporocytophaga,s__
Otu12231,Otu12231,k__Bacteria; p__Proteobacteria; c__TA18; o__PHOS-HD29; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__TA18,o__PHOS-HD29,f__,g__,s__
Otu4365,Otu4365,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__
Otu10595,Otu10595,k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu2136,Otu2136,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__,s__
Otu14310,Otu14310,k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__Sva0725,o__Sva0725,f__,g__,s__
Otu5920,Otu5920,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__; s__,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__,s__
Otu13283,Otu13283,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__MND1,f__,g__,s__
Otu2611,Otu2611,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Ellin329,f__,g__,s__
Otu7091,Otu7091,k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__; g__; s__,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__,g__,s__
Otu10072,Otu10072,k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__Solibacteres,o__Solibacterales,f__,g__,s__
Otu3698,Otu3698,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MIZ46,f__,g__,s__
Otu18159,Otu18159,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Coxiellaceae,g__,s__
Otu17681,Otu17681,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Spirobacillales,f__,g__,s__
Otu9465,Otu9465,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A31; f__; g__; s__,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__A31,f__,g__,s__
Otu6268,Otu6268,k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__0319-7L14,f__,g__,s__
Otu12067,Otu12067,k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__,k__Bacteria,p__Chloroflexi,c__C0119,o__,f__,g__,s__
Otu9478,Otu9478,k__Bacteria; p__OP3; c__koll11; o__GIF10; f__kpj58rc; g__; s__,k__Bacteria,p__OP3,c__koll11,o__GIF10,f__kpj58rc,g__,s__
Otu5264,Otu5264,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,k__Bacteria,p__Gemmatimonadetes,c__Gemm-3,o__,f__,g__,s__
Otu12984,Otu12984,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__Chondromyces; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Chondromyces,s__
Otu5961,Otu5961,k__Bacteria; p__Armatimonadetes; c__0319-6E2; o__; f__; g__; s__,k__Bacteria,p__Armatimonadetes,c__0319-6E2,o__,f__,g__,s__
Otu3927,Otu3927,k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__,k__Bacteria,p__Gemmatimonadetes,c__Gemm-5,o__,f__,g__,s__
Otu4926,Otu4926,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__,g__,s__
Otu5524,Otu5524,k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__258ds10,f__,g__,s__
Otu15696,Otu15696,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__
Otu2649,Otu2649,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__
Otu12042,Otu12042,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__
Otu5646,Otu5646,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__S0208; f__; g__; s__,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__S0208,f__,g__,s__
Otu9563,Otu9563,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__Bdellovibrio,s__
Otu7608,Otu7608,k__Bacteria; p__Planctomycetes; c__Pla4; o__; f__; g__; s__,k__Bacteria,p__Planctomycetes,c__Pla4,o__,f__,g__,s__
Otu6052,Otu6052,k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__,k__Bacteria,p__WS3,c__PRR-12,o__Sediment-1,f__PRR-10,g__,s__
Otu6358,Otu6358,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__,s__
Otu17692,Otu17692,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__AK1AB1_02E; g__; s__,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__AK1AB1_02E,g__,s__
Otu13755,Otu13755,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__,g__,s__
Otu4197,Otu4197,k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__,k__Bacteria,p__Armatimonadetes,c__[Fimbriimonadia],o__[Fimbriimonadales],f__[Fimbriimonadaceae],g__Fimbriimonas,s__
Otu4303,Otu4303,k__Bacteria; p__Planctomycetes; c__OM190; o__agg27; f__; g__; s__,k__Bacteria,p__Planctomycetes,c__OM190,o__agg27,f__,g__,s__
Otu6954,Otu6954,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,NA,NA
Otu6930,Otu6930,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Saprospiraceae,g__,s__
Otu8168,Otu8168,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__,g__,s__
Otu2297,Otu2297,k__Bacteria; p__Acidobacteria; c__RB25; o__; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__RB25,o__,f__,g__,s__
Otu17690,Otu17690,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Spirobacillales,f__,g__,s__
Otu6517,Otu6517,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__
Otu16263,Otu16263,k__Bacteria; p__GN02; c__3BR-5F; o__; f__; g__; s__,k__Bacteria,p__GN02,c__3BR-5F,o__,f__,g__,s__
Otu17693,Otu17693,k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,NA,NA
Otu12504,Otu12504,k__Bacteria; p__OP3; c__koll11; o__; f__; g__; s__,k__Bacteria,p__OP3,c__koll11,o__,f__,g__,s__
Otu17431,Otu17431,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Segetibacter; s__,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Chitinophagaceae,g__Segetibacter,s__
Otu5576,Otu5576,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__,k__Bacteria,p__Cyanobacteria,c__ML635J-21,o__,f__,g__,s__
Otu8419,Otu8419,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__FAC87; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__FAC87,f__,g__,s__
Otu10406,Otu10406,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__
Otu13731,Otu13731,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__Gemmata,s__
Otu3362,Otu3362,k__Bacteria; p__Acidobacteria; c__EC1113; o__; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__EC1113,o__,f__,g__,s__
Otu10809,Otu10809,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Anaeroplasmatales,f__Anaeroplasmataceae,g__Asteroleplasma,s__
Otu16617,Otu16617,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__
Otu10136,Otu10136,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__
Otu14662,Otu14662,k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__,k__Bacteria,p__TM7,c__SC3,o__,f__,g__,s__
Otu10533,Otu10533,k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__,k__Bacteria,p__OD1,c__ZB2,o__,f__,g__,s__
Otu13305,Otu13305,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinosynnemataceae,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinosynnemataceae,NA,NA
Otu11377,Otu11377,k__Bacteria; p__OD1; c__SM2F11; o__; f__; g__; s__,k__Bacteria,p__OD1,c__SM2F11,o__,f__,g__,s__
Otu7498,Otu7498,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__,g__,s__
Otu8873,Otu8873,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Patulibacteraceae,g__,s__
Otu13491,Otu13491,k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__0319-7L14,f__,g__,s__
Otu12822,Otu12822,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__
Otu14972,Otu14972,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
Otu4852,Otu4852,k__Bacteria; p__Acidobacteria; c__EC1113; o__; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__EC1113,o__,f__,g__,s__
Otu8903,Otu8903,k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__,k__Bacteria,p__TM6,c__SJA-4,o__,f__,g__,s__
Otu16220,Otu16220,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__
Otu1291,Otu1291,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__,s__
Otu5409,Otu5409,k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__,k__Bacteria,p__Chloroflexi,c__S085,o__,f__,g__,s__
Otu5725,Otu5725,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__
Otu15715,Otu15715,k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__,k__Bacteria,p__TM7,c__TM7-1,o__,f__,g__,s__
Otu15852,Otu15852,k__Bacteria; p__OP3; c__koll11; o__GIF10; f__kpj58rc; g__; s__,k__Bacteria,p__OP3,c__koll11,o__GIF10,f__kpj58rc,g__,s__
Otu18237,Otu18237,k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__YLA114; f__; g__; s__,k__Archaea,p__[Parvarchaeota],c__[Parvarchaea],o__YLA114,f__,g__,s__
Otu3547,Otu3547,k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__,k__Bacteria,p__WS3,c__PRR-12,o__Sediment-1,f__PRR-10,g__,s__
Otu7504,Otu7504,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
Otu15659,Otu15659,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__,k__Bacteria,p__Acidobacteria,c__Acidobacteria-6,o__CCU21,f__,g__,s__
Otu11905,Otu11905,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__MVP-88; f__; g__; s__,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__MVP-88,f__,g__,s__
Otu9743,Otu9743,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__,k__Bacteria,p__Verrucomicrobia,c__[Pedosphaerae],o__[Pedosphaerales],f__Ellin515,g__,s__
Otu3495,Otu3495,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__
Otu12304,Otu12304,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__IIb; f__; g__; s__,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__IIb,f__,g__,s__
Otu13399,Otu13399,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__
Otu15731,Otu15731,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__,s__
Otu4517,Otu4517,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__,k__Bacteria,p__Verrucomicrobia,c__[Spartobacteria],o__[Chthoniobacterales],f__[Chthoniobacteraceae],g__DA101,s__
Otu13420,Otu13420,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
Otu10647,Otu10647,k__Bacteria; p__OP3; c__koll11; o__GIF10; f__kpj58rc; g__; s__,k__Bacteria,p__OP3,c__koll11,o__GIF10,f__kpj58rc,g__,s__
Otu3601,Otu3601,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__,g__,s__
Otu7410,Otu7410,k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__S-BQ2-57; f__; g__; s__,k__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilae],o__S-BQ2-57,f__,g__,s__
Otu17557,Otu17557,k__Bacteria; p__OP3; c__PBS-25; o__; f__; g__; s__,k__Bacteria,p__OP3,c__PBS-25,o__,f__,g__,s__
Otu18161,Otu18161,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Frankiaceae,g__,s__
Otu9293,Otu9293,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__,k__Bacteria,p__Bacteroidetes,c__[Saprospirae],o__[Saprospirales],f__Saprospiraceae,g__,s__
Otu11812,Otu11812,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__,g__,s__
Otu11403,Otu11403,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__,g__,s__
Otu8886,Otu8886,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__,s__
Otu8487,Otu8487,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__Koribacteraceae,g__,s__
Otu7718,Otu7718,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__
Otu15584,Otu15584,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Anaeroplasmatales,f__Anaeroplasmataceae,g__Asteroleplasma,s__
